#"Step","Time (ps)","Temperature (K)","Speed (ns/day)"
1740000,3479.999999931533,302.49363648713796,475
1745000,3489.9999999312963,300.7936482460507,475
1750000,3499.99999993106,302.3653988974191,475
1755000,3509.9999999308234,299.65569440680036,475
1760000,3519.999999930587,300.7297726604131,475
1765000,3529.9999999303504,302.09990286684246,475
1770000,3539.999999930114,298.98722280549674,475
1775000,3549.9999999298775,298.4508359216035,475
1780000,3559.999999929641,301.23642168944906,475
1785000,3569.9999999294046,299.1562974345623,475
1790000,3579.999999929168,299.9260988416731,475
1795000,3589.9999999289316,298.73503695233575,475
1800000,3599.999999928695,300.17872689341937,475
1805000,3609.9999999284587,299.6897215879344,475
1810000,3619.999999928222,299.1943928426805,475
1815000,3629.9999999279858,300.2158715745793,475
1820000,3639.9999999277493,301.78364243868054,475
1825000,3649.999999927513,299.01662901141503,475
1830000,3659.9999999272763,299.5988276687388,475
1835000,3669.99999992704,300.9168668818271,475
1840000,3679.9999999268034,299.8490678481247,475
1845000,3689.999999926567,297.71749378784557,475
1850000,3699.9999999263305,301.8409071554688,475
1855000,3709.999999926094,299.99035029610815,475
1860000,3719.9999999258575,299.1967364951823,475
1865000,3729.999999925621,301.2256762638278,475
1870000,3739.9999999253846,299.9536478135334,475
1875000,3749.999999925148,300.33964295858726,475
1880000,3759.9999999249117,297.6728759505951,475
1885000,3769.999999924675,300.36588744462114,475
1890000,3779.9999999244387,299.1597244735979,475
1895000,3789.9999999242023,299.19043516534265,475
1900000,3799.999999923966,300.34985774590626,475
1905000,3809.9999999237293,302.589040831903,475
1910000,3819.999999923493,300.0938247650537,475
1915000,3829.9999999232564,302.504868331203,475
1920000,3839.99999992302,301.51916346484995,475
1925000,3849.9999999227834,300.4913170733238,475
1930000,3859.999999922547,301.4072430029263,475
1935000,3869.9999999223105,302.6344325166776,475
1940000,3879.999999922074,300.66324388326416,475
1945000,3889.9999999218376,298.1914422315032,475
1950000,3899.999999921601,302.37572423438434,475
1955000,3909.9999999213646,300.7850253736386,475
1960000,3919.999999921128,302.8986240614278,475
1965000,3929.9999999208917,300.79703106522777,475
1970000,3939.9999999206552,300.58280796060944,475
1975000,3949.9999999204188,300.1276529568244,475
1980000,3959.9999999201823,300.96809558792694,475
1985000,3969.999999919946,298.4285933327661,475
1990000,3979.9999999197094,301.37401177924573,475
1995000,3989.999999919473,300.1192511837049,475
2000000,3999.9999999192364,303.7956017816529,475
2005000,4009.999999919,299.02918745123577,475
2010000,4019.9999999187635,298.1300871778015,475
2015000,4029.999999918527,299.9066642138519,475
2020000,4039.9999999182905,302.3036679749199,475
2025000,4049.999999918054,299.5689350443767,475
2030000,4059.9999999178176,300.1177919283736,475
2035000,4069.999999917581,299.98787398403084,475
2040000,4079.9999999173447,300.9411656940859,475
2045000,4089.999999917108,299.0491084975007,475
2050000,4099.999999917781,300.4005337037745,475
2055000,4109.999999919818,299.9872770159407,475
2060000,4119.999999921855,298.14207075946143,475
2065000,4129.999999923893,299.26182812692923,475
2070000,4139.99999992593,300.8556887075595,475
2075000,4149.999999927967,298.30973035305425,475
2080000,4159.999999930004,298.77649306970176,475
2085000,4169.999999932042,300.9493684778421,475
2090000,4179.999999934079,298.921733195023,475
2095000,4189.999999936116,300.96564138577884,475
2100000,4199.999999938153,301.5532569757718,475
2105000,4209.999999940191,301.7318609843492,475
2110000,4219.999999942228,297.3049446177482,475
2115000,4229.999999944265,299.3172134997302,475
2120000,4239.9999999463025,298.4908548935676,475
2125000,4249.99999994834,299.1142885689647,475
2130000,4259.999999950377,300.61561909563403,475
2135000,4269.999999952414,300.38479143414,475
2140000,4279.999999954452,298.9780029649945,475
2145000,4289.999999956489,301.7273726687091,475
2150000,4299.999999958526,298.7965909954008,475
2155000,4309.999999960563,302.24682334678766,475
2160000,4319.999999962601,300.452248828318,475
2165000,4329.999999964638,301.99063559643025,475
2170000,4339.999999966675,300.858430338788,475
